Pokedex Number,Pokemon Id,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type
622,996,"""Golett""","""Automaton Pokémon""",NULL,NULL,1,92,"""Ground""","""Ghost"""
623,997,"""Golurk""","""Automaton Pokémon""",NULL,NULL,2.8,330,"""Ground""","""Ghost"""
624,998,"""Pawniard""","""Sharp Blade Pokémon""",NULL,NULL,0.5,10.2,"""Dark""","""Steel"""
625,999,"""Bisharp""","""Sword Blade Pokémon""",NULL,NULL,1.6,70,"""Dark""","""Steel"""
626,1000,"""Bouffalant""","""Bash Buffalo Pokémon""",NULL,NULL,1.6,94.5,"""Normal""",NULL
627,1001,"""Rufflet""","""Eaglet Pokémon""",NULL,NULL,0.5,10.5,"""Normal""","""Flying"""
628,1002,"""Braviary""","""Valiant Pokémon""",NULL,NULL,1.5,41,"""Normal""","""Flying"""
628,1614,"""Braviary""","""Battle Cry Pokémon""","""Hisui""",NULL,1.7,43.4,"""Psychic""","""Flying"""
629,1003,"""Vullaby""","""Diapered Pokémon""",NULL,NULL,0.5,9,"""Dark""","""Flying"""
630,1005,"""Mandibuzz""","""Bone Vulture Pokémon""",NULL,NULL,1.2,39.5,"""Dark""","""Flying"""
631,1006,"""Heatmor""","""Anteater Pokémon""",NULL,NULL,1.4,58,"""Fire""",NULL
632,1007,"""Durant""","""Iron Ant Pokémon""",NULL,NULL,0.3,33,"""Bug""","""Steel"""
633,1008,"""Deino""","""Irate Pokémon""",NULL,NULL,0.8,17.3,"""Dark""","""Dragon"""
634,1009,"""Zweilous""","""Hostile Pokémon""",NULL,NULL,1.4,50,"""Dark""","""Dragon"""
635,1010,"""Hydreigon""","""Brutal Pokémon""",NULL,NULL,1.8,160,"""Dark""","""Dragon"""
636,1011,"""Larvesta""","""Torch Pokémon""",NULL,NULL,1.1,28.8,"""Bug""","""Fire"""
637,1012,"""Volcarona""","""Sun Pokémon""",NULL,NULL,1.6,46,"""Bug""","""Fire"""
638,1013,"""Cobalion""","""Iron Will Pokémon""",NULL,"""Sub-Legendary""",2.1,250,"""Steel""","""Fighting"""
639,1014,"""Terrakion""","""Cavern Pokémon""",NULL,"""Sub-Legendary""",1.9,260,"""Rock""","""Fighting"""
640,1016,"""Virizion""","""Grassland Pokémon""",NULL,"""Sub-Legendary""",2,200,"""Grass""","""Fighting"""
641,1017,"""Tornadus""","""Cyclone Pokémon""",NULL,"""Sub-Legendary""",1.5,63,"""Flying""",NULL
641,1415,"""Tornadus""","""Cyclone Pokémon""","""Therian""","""Sub-Legendary""",1.5,63,"""Flying""",NULL
642,1416,"""Thundurus""","""Bolt Strike Pokémon""","""Therian""","""Sub-Legendary""",3,61,"""Electric""","""Flying"""
642,1018,"""Thundurus""","""Bolt Strike Pokémon""",NULL,"""Sub-Legendary""",1.5,61,"""Electric""","""Flying"""
643,1019,"""Reshiram""","""Vast White Pokémon""",NULL,"""Legendary""",3.2,330,"""Dragon""","""Fire"""
644,1020,"""Zekrom""","""Deep Black Pokémon""",NULL,"""Legendary""",2.9,345,"""Dragon""","""Electric"""
645,1021,"""Landorus""","""Abundance Pokémon""",NULL,"""Sub-Legendary""",1.5,68,"""Ground""","""Flying"""
645,1417,"""Landorus""","""Abundance Pokémon""","""Therian""","""Sub-Legendary""",1.3,68,"""Ground""","""Flying"""
646,1421,"""Kyurem""","""Boundary Pokémon""","""White""","""Legendary""",3.6,325,"""Dragon""","""Ice"""
646,1423,"""Kyurem""","""Boundary Pokémon""","""Black""","""Legendary""",3.3,325,"""Dragon""","""Ice"""
646,1022,"""Kyurem""","""Boundary Pokémon""",NULL,"""Legendary""",3,325,"""Dragon""","""Ice"""
647,1023,"""Keldeo""","""Colt Pokémon""",NULL,"""Mythical""",1.4,48.5,"""Water""","""Fighting"""
648,1024,"""Meloetta""","""Melody Pokémon""",NULL,"""Mythical""",0.6,6.5,"""Normal""","""Psychic"""
648,1570,"""Meloetta""","""Melody Pokémon""","""Pirouette""","""Mythical""",0.6,6.5,"""Normal""","""Fighting"""
649,1025,"""Genesect""","""Paleozoic Pokémon""",NULL,"""Mythical""",1.5,82.5,"""Bug""","""Steel"""
650,1066,"""Chespin""","""Spiky Nut Pokémon""",NULL,NULL,0.4,9,"""Grass""",NULL
651,1067,"""Quilladin""","""Spiky Armor Pokémon""",NULL,NULL,0.7,29,"""Grass""",NULL
652,1068,"""Chesnaught""","""Spiky Armor Pokémon""",NULL,NULL,1.6,90,"""Grass""","""Fighting"""
653,1069,"""Fennekin""","""Fox Pokémon""",NULL,NULL,0.4,9.4,"""Fire""",NULL
654,1070,"""Braixen""","""Fox Pokémon""",NULL,NULL,1,14.5,"""Fire""",NULL
655,1071,"""Delphox""","""Fox Pokémon""",NULL,NULL,1.5,39,"""Fire""","""Psychic"""
656,1072,"""Froakie""","""Bubble Frog Pokémon""",NULL,NULL,0.3,7,"""Water""",NULL
657,1073,"""Frogadier""","""Bubble Frog Pokémon""",NULL,NULL,0.6,10.9,"""Water""",NULL
658,1074,"""Greninja""","""Ninja Pokémon""",NULL,NULL,1.5,40,"""Water""","""Dark"""
658,1427,"""Greninja""","""Ninja Pokémon""","""Ash""",NULL,1.5,40,"""Water""","""Dark"""
659,1075,"""Bunnelby""","""Digging Pokémon""",NULL,NULL,0.4,5,"""Normal""",NULL
660,1077,"""Diggersby""","""Digging Pokémon""",NULL,NULL,1,42.4,"""Normal""","""Ground"""
661,1078,"""Fletchling""","""Tiny Robin Pokémon""",NULL,NULL,0.3,1.7,"""Normal""","""Flying"""
662,1079,"""Fletchinder""","""Ember Pokémon""",NULL,NULL,0.7,16,"""Fire""","""Flying"""
663,1080,"""Talonflame""","""Scorching Pokémon""",NULL,NULL,1.2,24.5,"""Fire""","""Flying"""
664,1081,"""Scatterbug""","""Scatterdust Pokémon""",NULL,NULL,0.3,2.5,"""Bug""",NULL
665,1082,"""Spewpa""","""Scatterdust Pokémon""",NULL,NULL,0.3,8.4,"""Bug""",NULL
666,1083,"""Vivillon""","""Scale Pokémon""",NULL,NULL,1.2,17,"""Bug""","""Flying"""
667,1084,"""Litleo""","""Lion Cub Pokémon""",NULL,NULL,0.6,13.5,"""Fire""","""Normal"""
668,1085,"""Pyroar""","""Royal Pokémon""",NULL,NULL,1.5,81.5,"""Fire""","""Normal"""
669,1086,"""Flabébé""","""Single Bloom Pokémon""",NULL,NULL,0.1,0.1,"""Fairy""",NULL
670,1088,"""Floette""","""Single Bloom Pokémon""",NULL,NULL,0.2,0.9,"""Fairy""",NULL
671,1089,"""Florges""","""Garden Pokémon""",NULL,NULL,1.1,10,"""Fairy""",NULL
672,1090,"""Skiddo""","""Mount Pokémon""",NULL,NULL,0.9,31,"""Grass""",NULL
673,1091,"""Gogoat""","""Mount Pokémon""",NULL,NULL,1.7,91,"""Grass""",NULL
674,1092,"""Pancham""","""Playful Pokémon""",NULL,NULL,0.6,8,"""Fighting""",NULL
675,1093,"""Pangoro""","""Daunting Pokémon""",NULL,NULL,2.1,136,"""Fighting""","""Dark"""
676,1094,"""Furfrou""","""Poodle Pokémon""",NULL,NULL,1.2,28,"""Normal""",NULL
677,1095,"""Espurr""","""Restraint Pokémon""",NULL,NULL,0.3,3.5,"""Psychic""",NULL
678,1096,"""Meowstic""","""Constraint Pokémon""",NULL,NULL,0.6,8.5,"""Psychic""",NULL
678,1580,"""Meowstic""","""Constraint Pokémon""","""Female""",NULL,0.6,8.5,"""Psychic""",NULL
679,25,"""Honedge""","""Sword Pokémon""",NULL,NULL,0.8,2,"""Steel""","""Ghost"""
680,26,"""Doublade""","""Sword Pokémon""",NULL,NULL,0.8,4.5,"""Steel""","""Ghost"""
681,1098,"""Aegislash""","""Royal Sword Pokémon""",NULL,NULL,1.7,53,"""Steel""","""Ghost"""
681,1370,"""Aegislash""","""Royal Sword Pokémon""","""Blade""",NULL,1.7,53,"""Steel""","""Ghost"""
682,1101,"""Spritzee""","""Perfume Pokémon""",NULL,NULL,0.2,0.5,"""Fairy""",NULL
683,1102,"""Aromatisse""","""Fragrance Pokémon""",NULL,NULL,0.8,15.5,"""Fairy""",NULL
684,1103,"""Swirlix""","""Cotton Candy Pokémon""",NULL,NULL,0.4,3.5,"""Fairy""",NULL
685,1104,"""Slurpuff""","""Meringue Pokémon""",NULL,NULL,0.8,5,"""Fairy""",NULL
686,1105,"""Inkay""","""Revolving Pokémon""",NULL,NULL,0.4,3.5,"""Dark""","""Psychic"""
687,1106,"""Malamar""","""Overturning Pokémon""",NULL,NULL,1.5,47,"""Dark""","""Psychic"""
688,1107,"""Binacle""","""Two-Handed Pokémon""",NULL,NULL,0.5,31,"""Rock""","""Water"""
689,1108,"""Barbaracle""","""Collective Pokémon""",NULL,NULL,1.3,96,"""Rock""","""Water"""
690,1110,"""Skrelp""","""Mock Kelp Pokémon""",NULL,NULL,0.5,7.3,"""Poison""","""Water"""
691,1111,"""Dragalge""","""Mock Kelp Pokémon""",NULL,NULL,1.8,81.5,"""Poison""","""Dragon"""
692,1112,"""Clauncher""","""Water Gun Pokémon""",NULL,NULL,0.5,8.3,"""Water""",NULL
693,1113,"""Clawitzer""","""Howitzer Pokémon""",NULL,NULL,1.3,35.3,"""Water""",NULL
694,1122,"""Helioptile""","""Generator Pokémon""",NULL,NULL,0.5,6,"""Electric""","""Normal"""
695,1123,"""Heliolisk""","""Generator Pokémon""",NULL,NULL,1,21,"""Electric""","""Normal"""
696,1124,"""Tyrunt""","""Royal Heir Pokémon""",NULL,NULL,0.8,26,"""Rock""","""Dragon"""
697,1125,"""Tyrantrum""","""Despot Pokémon""",NULL,NULL,2.5,270,"""Rock""","""Dragon"""
698,1126,"""Amaura""","""Tundra Pokémon""",NULL,NULL,1.3,25.2,"""Rock""","""Ice"""
699,1127,"""Aurorus""","""Tundra Pokémon""",NULL,NULL,2.7,225,"""Rock""","""Ice"""
700,1129,"""Sylveon""","""Interwining Pokémon""",NULL,NULL,1,23.5,"""Fairy""",NULL
700,1129,"""Sylveon""","""Interwining Pokémon""",NULL,NULL,1,23.5,"""Fairy""",NULL
701,1130,"""Hawlucha""","""Wrestling Pokémon""",NULL,NULL,0.8,21.5,"""Fighting""","""Flying"""
702,1131,"""Dedenne""","""Antenna Pokémon""",NULL,NULL,0.2,2.2,"""Electric""","""Fairy"""
703,1132,"""Carbink""","""Jewel Pokémon""",NULL,NULL,0.3,5.7,"""Rock""","""Fairy"""
704,1133,"""Goomy""","""Soft Tissue Pokémon""",NULL,NULL,0.3,2.8,"""Dragon""",NULL
705,1134,"""Sliggoo""","""Soft Tissue Pokémon""",NULL,NULL,0.8,17.5,"""Dragon""",NULL
705,1637,"""Sliggoo""","""Snail Pokémon""","""Hisui""",NULL,0.7,68.5,"""Steel""","""Dragon"""
706,1638,"""Goodra""","""Shell Bunker Pokémon""","""Hisui""",NULL,1.7,334.1,"""Steel""","""Dragon"""
706,1135,"""Goodra""","""Dragon Pokémon""",NULL,NULL,2,150.5,"""Dragon""",NULL
707,1136,"""Klefki""","""Key Ring Pokémon""",NULL,NULL,0.2,3,"""Steel""","""Fairy"""
708,1137,"""Phantump""","""Stump Pokémon""",NULL,NULL,0.4,7,"""Ghost""","""Grass"""
709,1138,"""Trevenant""","""Elder Tree Pokémon""",NULL,NULL,1.5,71,"""Ghost""","""Grass"""
710,1140,"""Pumpkaboo""","""Pumpkin Pokémon""",NULL,NULL,0.4,5,"""Ghost""","""Grass"""
711,1141,"""Gourgeist""","""Pumpkin Pokémon""",NULL,NULL,0.9,12.5,"""Ghost""","""Grass"""
712,1142,"""Bergmite""","""Ice Chunk Pokémon""",NULL,NULL,1,99.5,"""Ice""",NULL
713,1143,"""Avalugg""","""Iceberg Pokémon""",NULL,NULL,2,505,"""Ice""",NULL
713,1639,"""Avalugg""","""Iceberg Pokémon""","""Hisui""",NULL,1.4,262.4,"""Ice""","""Rock"""
714,1144,"""Noibat""","""Sound Wave Pokémon""",NULL,NULL,0.5,8,"""Flying""","""Dragon"""
715,1145,"""Noivern""","""Sound Wave Pokémon""",NULL,NULL,1.5,85,"""Flying""","""Dragon"""
716,1146,"""Xerneas""","""Life Pokémon""",NULL,"""Legendary""",3,215,"""Fairy""",NULL
717,1147,"""Yveltal""","""Destruction Pokémon""",NULL,"""Legendary""",5.8,203,"""Dark""","""Flying"""
718,1148,"""Zygarde""","""Order Pokémon""",NULL,"""Legendary""",5,305,"""Dragon""","""Ground"""
718,1577,"""Zygarde""","""Order Pokémon""","""10%""","""Legendary""",1.2,33.5,"""Dragon""","""Ground"""
718,1578,"""Zygarde""","""Order Pokémon""","""Complete""","""Legendary""",4.5,610,"""Dragon""","""Ground"""
719,1594,"""Diancie""","""Jewel Pokémon""","""Mega""","""Mythical""",1.1,27.8,"""Rock""","""Fairy"""
719,1149,"""Diancie""","""Jewel Pokémon""",NULL,"""Mythical""",0.7,8.8,"""Rock""","""Fairy"""
720,1151,"""Hoopa""","""Mischief Pokémon""",NULL,"""Mythical""",0.5,9,"""Psychic""","""Ghost"""
720,1579,"""Hoopa""","""Djinn Pokémon""","""Unbound""","""Mythical""",6.5,490,"""Psychic""","""Dark"""
721,1152,"""Volcanion""","""Steam Pokémon""",NULL,"""Mythical""",1.7,195,"""Fire""","""Water"""
722,1246,"""Rowlet""","""Grass Quill Pokémon""",NULL,NULL,0.3,1.5,"""Grass""","""Flying"""
723,1247,"""Dartrix""","""Blade Quill Pokémon""",NULL,NULL,0.7,16,"""Grass""","""Flying"""
724,1248,"""Decidueye""","""Arrow Quill Pokémon""",NULL,NULL,1.6,36.6,"""Grass""","""Ghost"""
724,1627,"""Decidueye""","""Arrow Quill Pokémon""","""Hisui""",NULL,1.6,37,"""Grass""","""Fighting"""
725,1249,"""Litten""","""Fire Cat Pokémon""",NULL,NULL,0.4,4.3,"""Fire""",NULL
726,1250,"""Torracat""","""Fire Cat Pokémon""",NULL,NULL,0.7,25,"""Fire""",NULL
727,1251,"""Incineroar""","""Heel Pokémon""",NULL,NULL,1.8,83,"""Fire""","""Dark"""
728,1252,"""Popplio""","""Sea Lion Pokémon""",NULL,NULL,0.4,7.5,"""Water""",NULL
729,1253,"""Brionne""","""Pop Star Pokémon""",NULL,NULL,0.6,17.5,"""Water""",NULL
730,1255,"""Primarina""","""Soloist Pokémon""",NULL,NULL,1.8,44,"""Water""","""Fairy"""
731,1256,"""Pikipek""","""Woodpecker Pokémon""",NULL,NULL,0.3,1.2,"""Normal""","""Flying"""
732,1257,"""Trumbeak""","""Bugle Beak Pokémon""",NULL,NULL,0.6,14.8,"""Normal""","""Flying"""
733,1258,"""Toucannon""","""Cannon Pokémon""",NULL,NULL,1.1,26,"""Normal""","""Flying"""
734,1259,"""Yungoos""","""Loitering Pokémon""",NULL,NULL,0.4,6,"""Normal""",NULL
735,1260,"""Gumshoos""","""Stakeout Pokémon""",NULL,NULL,0.7,14.2,"""Normal""",NULL
736,1261,"""Grubbin""","""Larva Pokémon""",NULL,NULL,0.4,4.4,"""Bug""",NULL
737,1262,"""Charjabug""","""Battery Pokémon""",NULL,NULL,0.5,10.5,"""Bug""","""Electric"""
738,1263,"""Vikavolt""","""Stag Beetle Pokémon""",NULL,NULL,1.5,45,"""Bug""","""Electric"""
738,1263,"""Vikavolt""","""Stag Beetle Pokémon""",NULL,NULL,1.5,45,"""Bug""","""Electric"""
739,1264,"""Crabrawler""","""Boxing Pokémon""",NULL,NULL,0.6,7,"""Fighting""",NULL
740,1266,"""Crabominable""","""Woolly Crab Pokémon""",NULL,NULL,1.7,180,"""Fighting""","""Ice"""
740,1266,"""Crabominable""","""Woolly Crab Pokémon""",NULL,NULL,1.7,180,"""Fighting""","""Ice"""
741,1267,"""Oricorio""","""Dancing Pokémon""",NULL,NULL,0.6,3.4,"""Fire""","""Flying"""
741,1582,"""Oricorio""","""Dancing Pokémon""","""Pom-Pom""",NULL,0.6,3.4,"""Electric""","""Flying"""
741,1583,"""Oricorio""","""Dancing Pokémon""","""Pa'u""",NULL,0.6,3.4,"""Psychic""","""Flying"""
741,1584,"""Oricorio""","""Dancing Pokémon""","""Sensu""",NULL,0.6,3.4,"""Ghost""","""Flying"""
742,1268,"""Cutiefly""","""Bee Fly Pokémon""",NULL,NULL,0.1,0.2,"""Bug""","""Fairy"""
743,1269,"""Ribombee""","""Bee Fly Pokémon""",NULL,NULL,0.2,0.5,"""Bug""","""Fairy"""
744,1270,"""Rockruff""","""Puppy Pokémon""",NULL,NULL,0.5,9.2,"""Rock""",NULL
745,1271,"""Lycanroc""","""Wolf Pokémon""",NULL,NULL,0.8,25,"""Rock""",NULL
745,1402,"""Lycanroc""","""Wolf Pokémon""","""Midnight""",NULL,1.1,25,"""Rock""",NULL
745,1403,"""Lycanroc""","""Wolf Pokémon""","""Dusk""",NULL,0.8,25,"""Rock""",NULL
746,1272,"""Wishiwashi""","""Small Fry Pokémon""",NULL,NULL,0.2,0.3,"""Water""",NULL
746,1581,"""Wishiwashi""","""Small Fry Pokémon""","""School""",NULL,8.2,78.6,"""Water""",NULL
747,1273,"""Mareanie""","""Brutal Star Pokémon""",NULL,NULL,0.4,8,"""Poison""","""Water"""
748,1274,"""Toxapex""","""Brutal Pokémon""",NULL,NULL,0.7,14.5,"""Poison""","""Water"""
749,1275,"""Mudbray""","""Donkey Pokémon""",NULL,NULL,1,110,"""Ground""",NULL
750,1277,"""Mudsdale""","""Draft Horse Pokémon""",NULL,NULL,2.5,920,"""Ground""",NULL
751,1278,"""Dewpider""","""Water Bubble Pokémon""",NULL,NULL,0.3,4,"""Water""","""Bug"""
752,1279,"""Araquanid""","""Water Bubble Pokémon""",NULL,NULL,1.8,82,"""Water""","""Bug"""
753,1280,"""Fomantis""","""Sickle Grass Pokémon""",NULL,NULL,0.3,1.5,"""Grass""",NULL
754,1281,"""Lurantis""","""Bloom Sickle Pokémon""",NULL,NULL,0.9,18.5,"""Grass""",NULL
755,1282,"""Morelull""","""Illuminating Pokémon""",NULL,NULL,0.2,1.5,"""Grass""","""Fairy"""
756,1283,"""Shiinotic""","""Illuminating Pokémon""",NULL,NULL,1,11.5,"""Grass""","""Fairy"""
757,1284,"""Salandit""","""Toxic Lizard Pokémon""",NULL,NULL,0.6,4.8,"""Poison""","""Fire"""
758,1285,"""Salazzle""","""Toxic Lizard Pokémon""",NULL,NULL,1.2,22.2,"""Poison""","""Fire"""
759,1286,"""Stufful""","""Flailing Pokémon""",NULL,NULL,0.5,6.8,"""Normal""","""Fighting"""
760,1288,"""Bewear""","""Strong Arm Pokémon""",NULL,NULL,2.1,135,"""Normal""","""Fighting"""
761,1289,"""Bounsweet""","""Fruit Pokémon""",NULL,NULL,0.3,3.2,"""Grass""",NULL
762,1290,"""Steenee""","""Fruit Pokémon""",NULL,NULL,0.7,8.2,"""Grass""",NULL
763,1291,"""Tsareena""","""Fruit Pokémon""",NULL,NULL,1.2,21.4,"""Grass""",NULL
764,1292,"""Comfey""","""Posy Picker Pokémon""",NULL,NULL,0.1,0.3,"""Fairy""",NULL
765,743,"""Oranguru""","""Sage Pokémon""",NULL,NULL,1.5,76,"""Normal""","""Psychic"""
766,1293,"""Passimian""","""Teamwork Pokémon""",NULL,NULL,2,82.8,"""Fighting""",NULL
767,1294,"""Wimpod""","""Turn Tail Pokémon""",NULL,NULL,0.5,12,"""Bug""","""Water"""
768,1295,"""Golisopod""","""Hard Scale Pokémon""",NULL,NULL,2,108,"""Bug""","""Water"""
769,1296,"""Sandygast""","""Sand Heap Pokémon""",NULL,NULL,0.5,70,"""Ghost""","""Ground"""
770,1298,"""Palossand""","""Sand Castle Pokémon""",NULL,NULL,1.3,250,"""Ghost""","""Ground"""
771,1299,"""Pyukumuku""","""Sea Cucumber Pokémon""",NULL,NULL,0.3,1.2,"""Water""",NULL
772,1300,"""Type: Null""","""Synthetic Pokémon""",NULL,"""Sub-Legendary""",1.9,120.5,"""Normal""",NULL
773,1301,"""Silvally""","""Synthetic Pokémon""",NULL,"""Sub-Legendary""",2.3,100.5,"""Normal""",NULL
774,1302,"""Minior""","""Meteor Pokémon""",NULL,NULL,0.3,40,"""Rock""","""Flying"""
774,1564,"""Minior""","""Meteor Pokémon""","""Core""",NULL,0.3,0.3,"""Rock""","""Flying"""
775,1303,"""Komala""","""Drowsing Pokémon""",NULL,NULL,0.4,19.9,"""Normal""",NULL
776,1304,"""Turtonator""","""Blast Turtle Pokémon""",NULL,NULL,2,212,"""Fire""","""Dragon"""
777,1305,"""Togedemaru""","""Roly-Poly Pokémon""",NULL,NULL,0.3,3.3,"""Electric""","""Steel"""
778,1306,"""Mimikyu""","""Disguise Pokémon""",NULL,NULL,0.2,0.7,"""Ghost""","""Fairy"""
779,1307,"""Bruxish""","""Gnash Teeth Pokémon""",NULL,NULL,0.9,19,"""Water""","""Psychic"""
780,1309,"""Drampa""","""Placid Pokémon""",NULL,NULL,3,185,"""Normal""","""Dragon"""
781,1310,"""Dhelmise""","""Sea Creeper Pokémon""",NULL,NULL,3.9,210,"""Ghost""","""Grass"""
782,1311,"""Jangmo-o""","""Scaly Pokémon""",NULL,NULL,0.6,29.7,"""Dragon""",NULL
783,1312,"""Hakamo-o""","""Scaly Pokémon""",NULL,NULL,1.2,47,"""Dragon""","""Fighting"""
784,1313,"""Kommo-o""","""Scaly Pokémon""",NULL,NULL,1.6,78.2,"""Dragon""","""Fighting"""
785,1314,"""Tapu Koko""","""Land Spirit Pokémon""",NULL,"""Sub-Legendary""",1.8,20.5,"""Electric""","""Fairy"""
786,1315,"""Tapu Lele""","""Land Spirit Pokémon""",NULL,"""Sub-Legendary""",1.2,18.6,"""Psychic""","""Fairy"""
787,1316,"""Tapu Bulu""","""Land Spirit Pokémon""",NULL,"""Sub-Legendary""",1.9,45.5,"""Grass""","""Fairy"""
788,1317,"""Tapu Fini""","""Land Spirit Pokémon""",NULL,"""Sub-Legendary""",1.3,21.2,"""Water""","""Fairy"""
789,1318,"""Cosmog""","""Nebula Pokémon""",NULL,"""Legendary""",0.2,0.1,"""Psychic""",NULL
790,1320,"""Cosmoem""","""Protostar Pokémon""",NULL,"""Legendary""",0.1,999.9,"""Psychic""",NULL
791,1321,"""Solgaleo""","""Sunne Pokémon""",NULL,"""Legendary""",3.4,230,"""Psychic""","""Steel"""
791,1321,"""Solgaleo""","""Sunne Pokémon""",NULL,"""Legendary""",3.4,230,"""Psychic""","""Steel"""
792,1322,"""Lunala""","""Moone Pokémon""",NULL,"""Legendary""",4,120,"""Psychic""","""Ghost"""
792,1322,"""Lunala""","""Moone Pokémon""",NULL,"""Legendary""",4,120,"""Psychic""","""Ghost"""
793,1323,"""Nihilego""","""Parasite Pokémon""",NULL,"""Sub-Legendary""",1.2,55.5,"""Rock""","""Poison"""
794,1324,"""Buzzwole""","""Swollen Pokémon""",NULL,"""Sub-Legendary""",2.4,333.6,"""Bug""","""Fighting"""
795,1325,"""Pheromosa""","""Lissome Pokémon""",NULL,"""Sub-Legendary""",1.8,25,"""Bug""","""Fighting"""
796,1326,"""Xurkitree""","""Glowing Pokémon""",NULL,"""Sub-Legendary""",3.8,100,"""Electric""",NULL
797,1327,"""Celesteela""","""Launch Pokémon""",NULL,"""Sub-Legendary""",9.2,999.9,"""Steel""","""Flying"""
798,1328,"""Kartana""","""Drawn Sword Pokémon""",NULL,"""Sub-Legendary""",0.3,0.1,"""Grass""","""Steel"""
799,1329,"""Guzzlord""","""Junkivore Pokémon""",NULL,"""Sub-Legendary""",5.5,888,"""Dark""","""Dragon"""
800,1404,"""Necrozma""","""Prism Pokémon""","""Dusk Mane""","""Legendary""",3.8,460,"""Psychic""","""Steel"""
800,1405,"""Necrozma""","""Prism Pokémon""","""Dawn Wings""","""Legendary""",4.2,350,"""Psychic""","""Ghost"""
800,1406,"""Necrozma""","""Prism Pokémon""","""Ultra""","""Legendary""",7.5,230,"""Psychic""","""Dragon"""
800,1331,"""Necrozma""","""Prism Pokémon""",NULL,"""Legendary""",2.4,230,"""Psychic""",NULL
801,1332,"""Magearna""","""Artificial Pokémon""",NULL,"""Mythical""",1,80.5,"""Steel""","""Fairy"""
802,1333,"""Marshadow""","""Gloomdweller Pokémon""",NULL,"""Mythical""",0.7,22.2,"""Fighting""","""Ghost"""
803,1334,"""Poipole""","""Poison Pin Pokémon""",NULL,"""Sub-Legendary""",0.6,1.8,"""Poison""",NULL
804,1335,"""Naganadel""","""Poison Pin Pokémon""",NULL,"""Sub-Legendary""",3.6,150,"""Poison""","""Dragon"""
805,1336,"""Stakataka""","""Rampart Pokémon""",NULL,"""Sub-Legendary""",5.5,820,"""Rock""","""Steel"""
806,1337,"""Blacephalon""","""Fireworks Pokémon""",NULL,"""Sub-Legendary""",1.8,13,"""Fire""","""Ghost"""
807,1338,"""Zeraora""","""Thunderclap Pokémon""",NULL,"""Mythical""",1.5,44.5,"""Electric""",NULL
808,1339,"""Meltan""","""Hex Nut Pokémon""",NULL,"""Mythical""",0.2,8,"""Steel""",NULL
809,1340,"""Melmetal""","""Hex Nut Pokémon""",NULL,"""Mythical""",2.5,800,"""Steel""",NULL
809,1552,"""Melmetal""","""Hex Nut Pokémon""","""Gigantamax""","""Mythical""",25,0,"""Steel""",NULL
810,1439,"""Grookey""","""Chimp Pokémon""",NULL,NULL,0.3,5,"""Grass""",NULL
811,1440,"""Thwackey""","""Beat Pokémon""",NULL,NULL,0.7,14,"""Grass""",NULL
812,1441,"""Rillaboom""","""Drummer Pokémon""",NULL,NULL,2.1,90,"""Grass""",NULL
812,1529,"""Rillaboom""","""Drummer Pokémon""","""Gigantamax""",NULL,28,0,"""Grass""",NULL
813,1442,"""Scorbunny""","""Rabbit Pokémon""",NULL,NULL,0.3,4.5,"""Fire""",NULL
814,1443,"""Raboot""","""Rabbit Pokémon""",NULL,NULL,0.6,9,"""Fire""",NULL
815,1444,"""Cinderace""","""Striker Pokémon""",NULL,NULL,1.4,33,"""Fire""",NULL
815,1528,"""Cinderace""","""Striker Pokémon""","""Gigantamax""",NULL,27,0,"""Fire""",NULL
816,1445,"""Sobble""","""Water Lizard Pokémon""",NULL,NULL,0.3,4,"""Water""",NULL
817,1446,"""Drizzile""","""Water Lizard Pokémon""",NULL,NULL,0.7,11.5,"""Water""",NULL
818,1447,"""Inteleon""","""Secret Agent Pokémon""",NULL,NULL,1.9,45.2,"""Water""",NULL
818,1527,"""Inteleon""","""Secret Agent Pokémon""","""Gigantamax""",NULL,40,0,"""Water""",NULL
819,1462,"""Skwovet""","""Cheeky Pokémon""",NULL,NULL,0.3,2.5,"""Normal""",NULL
820,1463,"""Greedent""","""Greedy Pokémon""",NULL,NULL,0.6,6,"""Normal""",NULL
821,1469,"""Rookidee""","""Tiny Bird Pokémon""",NULL,NULL,0.2,1.8,"""Flying""",NULL
822,1470,"""Corvisquire""","""Raven Pokémon""",NULL,NULL,0.8,16,"""Flying""",NULL
823,1471,"""Corviknight""","""Raven Pokémon""",NULL,NULL,2.2,75,"""Flying""","""Steel"""
823,1544,"""Corviknight""","""Raven Pokémon""","""Gigantamax""",NULL,14,0,"""Flying""","""Steel"""
824,1485,"""Blipbug""","""Larva Pokémon""",NULL,NULL,0.4,8,"""Bug""",NULL
825,1486,"""Dottler""","""Radome Pokémon""",NULL,NULL,0.4,19.5,"""Bug""","""Psychic"""
826,1487,"""Orbeetle""","""Seven Spot Pokémon""",NULL,NULL,0.4,40.8,"""Bug""","""Psychic"""
826,1543,"""Orbeetle""","""Seven Spot Pokémon""","""Gigantamax""",NULL,14,0,"""Bug""","""Psychic"""
827,1488,"""Nickit""","""Fox Pokémon""",NULL,NULL,0.6,8.9,"""Dark""",NULL
828,1489,"""Thievul""","""Fox Pokémon""",NULL,NULL,1.2,19.9,"""Dark""",NULL
